symbol,first_pt,consensus_pt,analysis_date,analysis_price,summary,updated_at,analyst_id,quintile_id,price,last_price,buy_price,consensus_upside,first_upsdie,weight
MBIO,18.00,18.00,2019-04-18,5.64,"MBIO QR: Cash 50M, burn 8M.'\n''\n''\n'CATALYSTS:'\n''\n''\n'VALUATION:'\n''\n''\n'LIQUIDITY:'\n''\n''\n'SEASONALITY:'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:'\n''\n'4/18/19: +112%. Report great results for treatment of bubble boy disease. 8 of 10 infants were able to leave hospital.'\n''\n'4/1/19: Enter into 20M venture debt financing agreement with Horizon Technology Finance. Fifteen million of the $20 million loan was funded upon closing. The remaining $5 million may be funded upon Mustang achieving certain predetermined milestones. Each advance of the loan will be repaid in 42 monthly payments consisting of 18 monthly payments of interest only, followed by 24 monthly payments of principal and accrued interest, and will be payable monthly in arrears. The interest-only period may be extended to 24 months contingent upon Mustang achieving certain milestones. In connection with the debt financing, Mustang issued Horizon warrants to purchase up to 288,184 of its common shares at an exercise price of $3.47 per share.'\n''\n''\n'8/2/18: Entered into an exclusive worldwide license agreement with St. Jude for the development of a first-in-class ex vivo lentiviral gene therapy for the treatment of X-SCID (bubble boy disease). MBIO paid 1M upfront and will pay an annual maintenance fee of 0.1M (beginning in 2019). St. Jude is eligible to receive payments totaling $13.5 million upon the achievement of five development and commercialization milestones. Royalty payments in the mid-single digits are due on net sales of licensed products.'\n''\n''\n'GLOSSARY:'\n'X-SCID: X-linked severe combined immunodeficiency (bubble boy disease) '\n''\n'",,3,6,3.26,5.64,0,0,0,0.00
MCCK,30.25,0.00,2017-10-22,30.25,"MCCK - manufactures and distributes HVAC equipment. No investor relations page, no recent SEC filings, not much news other than attending an energy EXPO, hiring a new sales manager, etc. Taking 84M in revenue from recent quarter and 7% net margin from a year ago would give 5.9M net income. Annualized (though there does seem to be seasonality) would give 23.6M net income. With current market cap of 204M, forward PE would be 8.6. Since there are no filings there is no discussion of results. Also, an article from 2014 talks about the possibility of over a hundred asbestos lawsuits requiring a large payout. A more recent article from Aug 24, 2017 says shares are undervalued by 30%, which would put the target price at about $33. I�ll try calling the office to see how filings can be accessed, but I would pass for now. 10/10/2017: 2Q 2017 earnings show revenue of 84M up 10% YOY from 76M. Net income of 4M (4.9%) down 20% YOY from 5.3M (6.9%) due to lower margins and issues of cost control. Gross margin narrowed from 29.5% to 28% YOY. EBITDA margins dropped to 7.4% from 10.3% YOY.",,3,6,30.05,0.00,0,0,0,0.00
MCFT,0.00,0.00,2019-09-16,14.94,"MCFT QR: MCFT is a manufacturer of sports boats, pontoon boats, etc. FY19 was a record year for them (announced 9/12/19 BO), but their guidance for FY20 disappointed. They said on the call that they are seeing eroding dealer sentiment, which the market took as an early sign of a recession. Analysts had expected decent EPS growth for FY20, but guidance is for a high single-digit percentage decline. The forward PE is 5, but given that boats are a luxury good, this needs to drop more before becoming a buy. Pass.'\n''\n''\n'CATALYSTS:'\n''\n''\n'VALUATION:'\n''\n'FY19 adj EPS 2.81 (+31%)'\n'current price 14.97'\n'forward PE 5.3'\n''\n'LIQUIDITY:
'\n''\n''\n'SEASONALITY: Our operating results are subject to annual and seasonal fluctuations resulting from a variety of factors, including: seasonal variations in retail demand for boats, with a significant majority of sales occurring during peak boating season, which we attempt to manage by providing incentive programs and floor plan subsidies to encourage dealer purchases throughout the year, which may include offering off-season retail promotions to our dealers in seasonally slow months, during and ahead of boat shows, to encourage retail demand;'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:",,3,6,21.27,14.94,0,0,0,0.00
MCHX,0.00,0.00,2020-08-04,1.68,"11/27/20 2.18 MCHX QR: Cash 53M, burn 4M. MCHX operates as a call analytics company that helps businesses connect, drive, measure, and convert callers and messengers into customers. This bullish SA article (1) does a good job explaining the high-growth potential of MCHXs new analytics offering, but the commercial opportunity has not been completely validated yet. For example, GM has made MCHXs analytics platform available to dealerships should they wish to incorporate it into their sales practice, but is not requiring them to sign up. Insiders also control the voting power of the company, and SA comments rail against the extortionate sums that executive Horowitz extracted from a prior business that went bankrupt (2). The great thing is they have no debt. But too much uncertainty over whether low organic growth will improve. Pass.'\n''\n'8/4/20 1.68 MCHX QR: Cash 40M, burn 2M. MCHX operates as a call analytics company that helps businesses connect, drive, measure, and convert callers and messengers into customers. This bullish SA article (1) does a good job explaining the high-growth potential of MCHXs new analytics offering, but the commercial opportunity has not been completely validated yet. For example, GM has made MCHXs analytics platform available to dealerships should they wish to incorporate it into their sales practice, but is not requiring them to sign up. Insiders also control the voting power of the company, and SA comments rail against the extortionate sums that executive Horowitz extracted from a prior business that went bankrupt (2). The great thing is they have no debt. But uncertainty over whether low organic growth will improve keeps this from being a high conviction pick. q4.'\n''\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg -0.02'\n'price 1.68'\n'fwd PE NA'\n''\n'LIQUIDITY:'\n'current debt 0M'\n'long-term debt 0M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n'1. <a href=""https://seekingalpha.com/article/4355483-marchex-cash-rich-innovative-leader-is-way-oversold"">https://seekingalpha.com/article/4355483-marchex-cash-rich-innovative-leader-is-way-oversold</a>'\n''\n'",,3,6,3.13,2.18,0,0,0,0.00
MCS,0.00,22.67,2020-08-03,13.39,"10/14/20 MCS QR: Cash 213M, pos (normally). MCS owns and operates casual (but high-end) movie theaters, hotels, and restaurants across the US (primarily the Midwest and South). The balance sheet is not terrible so bankruptcy is not an imminent risk right now. But even if things go back to normal, the valuation is not super cheap given the risk of when/if blockbusters and customers will return to theaters. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg -0.19'\n'price 6.91'\n'fwd PE NA'\n''\n''\n'2019 adj EPS 1.65'\n'price 6.91'\n'fwd PE 4.2x '\n''\n'LIQUIDITY:'\n'current debt 10M'\n'long-term debt 432M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,6.91,6.91,0,0,0,0.00
MDCO,46.00,46.00,2017-11-09,28.00,"MDCO QR: Cash 238M, burn 46M. The stock price has suffered from the continued cash burn and the slow drying up of blockbuster Angiomax sales. With the sale of the infectious disease unit, all the hope now lies with potential blockbuster inclisiran, and whether it can capture enough of the 33B cardiovascular market to justify the current market cap. The concern is they have placed all of their hopes on one drug, and this type of drug (PCSK9 inhibitor) has not been selling as well as had been hoped for. Also, there will be more competitors by the time the 2019 trial is complete. There has been no company-specific news to explain the uptrend from 30 starting 5/1/18, nor the downtrend starting towards the end of August 2018. It was likely the expectation of dilution.

CATALYSTS: 3Q19 (inclisiran ORION phase 3 top-line data), late 2019 (inclisiran NDA submission), early 2020 (inclisiran MAA submission)

VALUATION: consensus 46 (13)'\n''\n'LIQUIDITY:'\n''\n'SEASONALITY: None.

SUMMARY:

EVENTS:'\n''\n'8/26/19 BO: +13%. They met all endpoints but I dont have a comparison yet to current cholesterol drugs. More data coming in a week or so. No action.'\n''\n''\n'2/27/19: +2%. 4Q18. No catalysts until 3Q19 data readout. Buy q4 before then. cp 0k. Cash 238M, burn 46M.'\n''\n'12/14/18: -3%. Price private offering of 150M worth of convertible notes due 2024. Initial conversion price 25.19/share. Market price 23.11/share (premium 9%).'\n''\n'10/1/18: +7%. Independent monitor recommends continuing phase 3 trials of inclisiran after 4th review.

10/25/17: 3Q 2017 results. Announces planned sale of Infectious Disease unit, which will provide enough cash to bring Inclisiran to market. Cholesterol lowering drug could see sales of

PIPELINE:

Inclisiran (cholesterol): Phase 3 ORION 9. There appears to be some differentiation between the mechanism of action for Inclisiran and AMGNs Repatha and SNYs Praluent. Repatha and Praluent are both based on anti-PCSK9 monoclonal antibodies that bind to PCSK9 in blood. Inclisiran works upstream by turning off PCSK9 synthesis in liver. 

The concern at this point is that while the PCSK9 inhibitors have shown to be effective at significantly reducing LDL-c count, it hasnt translated to a corresponding large drop in cardiovascular events. For Repatha and Praluent the drop in cardiovascular events was only about 15%. Cardiovascular outcomes has been added to the phase 3 Inclisiran study, and so this data will be key to estimate if there will be a significant difference in outcomes. At this point, the positive phase 2 data regarding LDL-c reduction doesnt really help us without the corresponding drop in cardiovascular events. 

Didnt find any commentary implying that targeting the liver would prove to be more effective, but it would allow for a cheaper drug and less frequent dosing. Repatha and Praluent each cost about 14K/yr, and require 24 doses per year, whereas Inclisiran will only require 2 doses per year (no mention yet of price, but we could assume a proportional reduction based on 1/12 the dosing). Insurers have been reluctant to extend their support to these pricey treatments, so maybe a cheaper Inclisiran will be better received, even if the efficacy is similar. 

There was an interesting comment that Inclisran could potentially become a once per year vaccine-like treatment starting at the age of 30 to prevent future cardiovascular disease. 

Inclisiran (cholesterol): Phase 3 ORION 11.
""",,3,6,84.92,39.69,0,0,0,0.40
MDGL,305.00,321.17,2017-12-19,80.00,"MDGL QR: Cash 490M, burn 6M. Excellent 12-wk NASH data sent the stock soaring over 500% in September 2017. Top-line 36-wk data announced on 5/31/18 sent the stock up another +140%. There is growing optimism regarding the NASH market size, but its a bit difficult to value the NASH stocks, since there are no approved NASH treatments to compare them to. Since the upside is only 31% to the consensus PT of 321.17, the compelling opportunity has passed. 

CATALYSTS: end-2018 (HeFH phase 2 data)

VALUATION: consensus 321.17 (300.00-400.00, 6). recent offering 305.

SUMMARY:'\n''\n'LIQUIDITY:'\n''\n'EVENTS:'\n''\n'6/7/18: -2%. Prices public offering of 1.35M shares @ 305/share for gross proceeds of 300M. Market price 301.03 (premium 1%).'\n''\n'5/31/18: +140%. MGL-3196 shows sustained benefit at 36 weeks in phase 2 NASH study.

12/19/17: Equity raise, 1.5M shares at $83, market close was 84 previous day.

PIPELINE:

MGL-3196 (NASH): Phase 2 complete. Sustained benefit at week 36 from data reported on 5/31/18 sent the stock up +140%. 39% of responders at week 12 showed complete NASH resolution at week 36 vs 6% placebo (p=0.001). Fibrosis was resolved in half the patients. Mean liver fat reduction was 37% in treatment groups vs 9% placebo. No new safety issues. Phase 3 is up next.  '\n''\n''\n'Stunning NASH 12-wk data came out in September sent stock up 500%. A reduction in liver fat of 30% more is known to be indicative of an improved NASH condition. In all-MGL-3196 arm, 60% of patients had at least a 30% liver fat reduction, vs 75% in the high-MGL-3196 arm vs 18% placebo. Both arms were statistically significant with p=.0001. All secondary endpoints met statistical significance, and drug was well-tolerated. Study remains blinded and will be reassessed at 36 weeks. 

MGL-3196 (Heterozygous familial hypercholesterolemia (HeFH)) + current cholesterol lowering regimen: Phase 2 complete. Oral, once-daily medication. HeFG is a severe genetic dyslipidemias typically caused by inactivating mutations in the LDL receptor. Both forms of FH lead to early onset cardiovascular disease. HeFH, the most common dominantly inherited disease, is present in up to 1 in 200 people.

Unmet need to lower cholesterol for high-risk HeFH patients whose disease is not well-controlled. Treatments exist for both HeFH and HoFH but many patients (as many as 40% of HeFH patients) are not able to reach their cholesterol (LDL-C) reduction goals on these therapies, reflecting the lifetime burden of cholesterol buildup in their bodies. There was evidence of impressive LDL cholesterol lowering in Phase 1, and data suggesting that MGL-3196 has a mechanism of action that is different from and complementary to statins.

2/8/18: Met primary endpoint of reduction on LDL cholesterol vs placebo (p&lt;.0001). Statistically significant results for multiple secondary endpoints as well. Well-tolerated. Only 2 unrelated SAEs.",,3,6,118.43,244.26,0,0,0,0.00
MDLZ,0.00,0.00,2018-01-30,0.00,"MDLZ-net income last 3 years has been 2.2B, 2.5B (excludes 4.8B one-time gain), 1.6B. current market cap 66B, so would need net income of 5.5B for a forward PE of 12. Organic revenue growth only about 2%, so doesn't seem like a bargain. EPS for Feb 4 quarter announcement is 0.56 estimate. Annualizing that gives 2.24, so current price of 44.37 gives forward PE of 20. Credit Suisse calls it their top pick for 2018, but not based on PE I guess.",,3,6,54.88,0.00,0,0,0,0.00
MDR,7.56,7.56,2017-11-01,7.00,"MDR QR: Files for Ch 11 on 1/21/20 BO. Common shares are proposed to be cancelled. Move from q1 to pass.

CATALYSTS:

VALUATION: consensus 7.56 (8).'\n''\n'LIQUIDITY:'\n''\n'SEASONALITY: Although we believe that none of our segment operations experience significant seasonal fluctuations, historically we have experienced, and expect to continue to experience, the lowest amount of revenue in our fourth quarter compared with the first three quarters of the year.'\n''\n'SUMMARY: 

EVENTS:'\n''\n'1/21/20 BO: -15%. File Ch 11. Have secured DIP financing of $2.8B. Lumus Technology will also be sold for a base amount (possibly more) of $2.7B which will be used to repay DIP financing. Existing $4.6B of debt will be equitized, and company will emerge from restructuring with only $500M in debt. Stock will be delisted from NYSE within the next 10 days. Existing common shares are proposed to be cancelled. Move from q1 to Pass. cp 41k. tp 43k.  '\n''\n'1/6/19 BO: +35%. Oil and gas stocks up on news of American assasination of top Iranian Commander. '\n''\n'12/30/19 intraday: -50%. WSJ reports they are in bankruptcy talks with lenders to file within weeks. Pass. q1. cp 46k. tp 63k.'\n''\n'12/18/19: +44%. Announce first cargo from Freeport LNG train 2.'\n''\n'11/21/19 intraday: No news. USO up 2%+.'\n''\n'11/13/19 AH: -23%. Announce a director is leaving. nice severance package'\n''\n'11/8/19 BO: -30%. Houston Business Journal reports that work on their HQ in Houston has been stopped because they have fallen behind on payments to general contractor. '\n''\n'11/4/19 AH: -10%. 3Q19. Net loss driven by asset impairment and CBI legacy project charges. They elected not to make the November 1 interest payment and instead entered a 30-day grace period as they continue discussions with lenders and noteholders to achieve a long-term balance sheet solution. This likely means a massive dilution for common shareholders. Sale of Lummus Technology and remaining portion of pipe fabrication business continue to be explored. Move from q1 to q4. cp 99k. tp 64k. q4 tp 26k.'\n''\n'10/21/19 BO: -13%. Announce 1.7B in new financing from lender that will now have superpriority over all existing debt and equity holders. 650M is available immediately, with the rest available in 3 more tranches over the next few months. The stock was initially up pre-market as investors liked that they did not file for bankruptcy, but once the 8-k and presentation were filed, it began to drift. The new financing has a steep interest rate of 10%+, the second tranche comes in exchange for 27M new shares for the lenders that equates to a 15% dilution of existing shareholders, a new bonus program is in place that awards upper management cash amounts up to 3M+ for reaching successive levels of tranches (but one third has already been paid), and the presentation used during the financing talks show that cashflow has deteriorated during 3Q19. There are new charges on the legacy CBI projects and guidance has been pulled. Also, the tank business is no longer for sale, and they expect to receive less than expected for the pipe fabrication business. In their presentation, they project net income of 518M in FY21 and 798M in FY22, with things really starting to improve 2H20. With the mkt cap being 400M, this gives a forward PE under 1, but trust in management is shot. Move from q1 to q3. cp 99k. tp 64k. q3 tp 38k.'\n''\n'9/20/19 BO: +27%. Looking to sell Lummus Technology business. They value it at 2.5B, but given their predicament it seems unlikely someone will pay full price. Ill have to look into what the financials will look like once it has been divested but the debt reduction would certainly be liked by investors. WSJ also reports that they have hired Kirkland and Ellis law firm to restructure balance sheet, and that groups of lenders and bond holders have also hired financial advisors. Might be time to move it down from q1.'\n''\n'9/18/19 intraday: -60%. It leaked that they were talking to Alix Partners which specializes in turnarounds. The concern is that they will swap an large amount of existing debt for new equity, which would massively dilute existing shareholders (just as CHK recently did). '\n''\n'7/29/19 AH: -30%. 2Q19 did not show an improvement in operating performance. Management now says we have to wait until 2020 to see the benefits of CBI merger. Lowered guidance for 2019 driven by four main factors: 1) the weaker than expected operating results for the second quarter of 2019; 2) the impact of reduced revenues and higher unallocated operating expenses due to slippage in certain new awards and customer changes to schedule on several projects; 3) changes in our assumptions about the expected performance of legacy CB&amp;I projects in our NCSA operating segment; and 4) a shift from the fourth quarter of 2019 to 2020 in the assumed timing of remaining incentives on the Cameron LNG project. Full-year guidance assumes a sharp improvement in operating income in the fourth quarter of 2019, as the company builds momentum heading into 2020. The long-term outlook remains unchanged, but in the short term they will likely tap the credit facility, and investors will not like the increased debt. '\n''\n'7/10/19: +12%. awarded Mega Project by Saudi Aramco (1.5B) to be booked in 2Q19 backlog. looks like management was true to their word with respect to the pace of contract awards picking up as the year progressed. but while these announcement are welcome news, they dont change our estimates at all, as we already assume 10B of revs per year. no action. q1. cp 187k. tp 72k'\n''\n'4/29/19: -5%. 1Q19. FCF guidance for 2019 came down from -240M to -470M because the $475M in synergies (which have all been actioned as of this quarter) will not be fully realized until into 2020 vs end 2019 as previously announced. Also, the CBI integration costs for the year increased about 80M. Other than that there were no surprises. No new cost overruns. The top-line guidance is the same. 1Q19 backlog gives visibility for 80% of 2019 expected total revs, and more than $9B for 2020 and thereafter. The sale of the pipe fabrication business is expected to close 2Q19, and the sale of the tank business in 3Q19. The long-term outlook has not changed, but the increased cash usage will keep sentiment negative in the short-term. The 2H19 metrics should improve, and EPS will spike 4Q19 according to management. no action. q1. cp 209k. tp 86k.'\n''\n'4/16/19: +11%. earnings will be on 4/29. also announced that Train 1 of the Cameron LNG project in Louisiana has reached the final commissioning stage. No more cost overruns!!! no action. q1. cp 200k. tp 86k'\n''\n'2/25/19: +3%. 4Q18. Missed on revs and EPS. Some weather delays caused some project delays in Mexico. The sale of the pipe and tank business is progressing. They expect to realize 1B of proceeds to pay down debt. The synergies with CBI of 444M have been realized. If no more cost overruns arise, then 2019 adj net income guidance of 308M gives a forward PE of 4.5. No action. q1. cp 151k. tp 66k.'\n''\n'2/13/19: -23%. another cost overrun for the legacy Cameron LNG project that they acquired from CBI. This one for 168M due to unfavorable labor productivity and construction costs. the $168M cost overrun divided by shares outstanding of 181M is 92 cents/share, but the drop today is -2.18/share so far. Investors just dont seem to trust that management has a good grasp of how much these overruns will be. no action. q1. cp 150k. tp 91k.'\n''\n'12/12/18: +8%. Contract announcement for work in Australia. No terms given.'\n''\n'10/30/18: -43%. 3Q18 had lots of bad news. Along with a miss on revs, they announced an increase of 221M in cost estimates for CBI legacy projects. They entered a 300M private placement with Goldman Sachs which consists of terrible terms for existing sharehlders. And they are selling two business segments that generate 1.5B in revs for 1B. 2H18 guidance metrics for cashflow were lowered due to the increased costs from the CBI legacy projects. On a positive note, annual expected synergies from the CBI integration have been raised from 350M to 475M. But this was clearly overshadowed by the bad news. Backlog 11.5B.'\n''\n'7/31/18: +4% AH. 2Q18 missed on revs but beat on EPS. Adjusted net income was 60M, and adj EPS 0.29. The backlog stands at 10.2B (a bit lower than the pro-forma pre-merger amount due to a change in accounting policies which prohibits backlog from being recognized unless a future customer obligation without a customer decisions is in place), and the sales pipeline at 78.5B. They have identified 3 legacy CBI projects which will cost a bit more to complete than originally expected (Cameron 165M, Calpine 23M, IPL 33M), but still within the range that had been determined during the pre-merger due diligence. The guidance for 2H18 shows that the merger synergies are being realized.
https://seekingalpha.com/pr/17231585-mcdermott-reports-second-quarter-2018-financial-operational-results'\n'
4/24/18: +3%. 1Q18 was ok, management reaffirms 2018 guidance (see below)

4/23/18: +15%. Subsea offers 7/share in unsolicited bid. MDR quickly rejects the offer.

4/12/18: +8% reaffirms 2018 guidance. Proposed merger with CBI should close 2Q18. Expect 250M in cost synergies by 2Q19 and have identified an additional 100M in potential savings.

2/21/18: 4Q17 revs 718M, +12% YOY. Net income 26M. EPS 0.10. Strong order intake in 4Q led to solid backlog of 3.9B. One McDermott Way initiative continues to drive improvements in operating income. 

12/18/17: -9% on proposed all-stock merger with CBI. Combined enterprise value would be 6B, revs 10B, backlog 14.5B. MDR shareholders would own 53% and CBI would own 47%, while being entitled to receive 2.47 MDR shares for each CBI share owned (or 0.82407 shares if MDR initiates 3-to-1 reverse stock split). Cost synergies will be 250M (now 350M) plus some revenue synergies.

MDR shareholders do not seem to like the deal, as they are the better company. CBI was doing very well a few years ago, posting revenues of 9.4B, 10.8B, and 10.6B from 2013  2015. Gross margins were between 10-12%, and net income was about 500M. But management made some bad decisions in going after some unprofitable projects and some non-synergistic acquisitions. In 2017, revenues and margins were down to 6.7B and 0.11%. The thinking is that MDRs management, which successfully turned around MDR a few years ago, can do the same with CBI.

11/1/17: 3Q earnings are good all-around. Revenue up 71% YOY. The One McDermott Way plan is moving ahead nicely, with two new significant awards received for projects in the Middle East and India. Increased 2017 net income guidance from 120M to 150M, so with a market cap of 1.8B, the forward PE would be 13.",,3,6,0.70,0.60,0,0,0,0.00
MED,0.00,125.00,2020-05-17,91.37,"8/5/20 242.00 MED QR: Cash 145M, pos. MED is a MLM company offering weight management products and services via a coach-centered, healthy-lifestyle model. There are some things to like, such as the debt-free balance sheet, the 80%+ customer retention rate, and the 80%+ of FCF since 2014 that has been returned to shareholders through dividends and buybacks. But revs growth seems to be slowing, and the EPS growth is of low quality since it is heavily dependent on share buybacks and expense reductions. The dividend seems very safe given the strong balance sheet, but the stock doesnt seem so mispriced. Pass.

CATALYSTS: 

VALUATION: Dividend 4.52/share (4.9%)

2021 EPS 10.77 (+17%)
current price 237.56
fwd PE 22x

LIQUIDITY:
as of 6/30/20'\n'current debt 0M'\n'long-term debt 0M

SEASONALITY:

SUMMARY:

EVENTS:

PIPELINE:

GLOSSARY:
MLM: multi-level marketing

SOURCES:",,3,6,0.00,242.00,0,0,0,0.00
MEET,6.30,6.63,2017-12-19,2.25,"5/8/20 MEET QR: Being acquired for $6.30/share in cash. Expected to close 2H20. Pass (but good to know that our fair value estimate of about $6.00/share was pretty good).'\n'
CATALYSTS: earnings

VALUATION:'\n''\n'SEASONALITY: Historically, advertising spending has traditionally been seasonal with a peak in the fourth quarter of each year. With the decline in advertising rates in 2017, we did not experience this seasonality consistent with prior years. We believe that this seasonality in advertising spending affects our quarterly results, which historically have reflected a growth in advertising revenue between the third and fourth quarters and a decline in advertising spending between the fourth and subsequent first and second quarters each year.'\n''\n'SUMMARY:

EVENTS:'\n''\n'3/11/20 BO: -1%. 4Q19. Cash 27M, pos. No guidance given due to pending transactions. Fwd PE is 14x assuming 10% EBITDA growth. Pass. '\n''\n'3/5/20 BO: -9% (had already gone up a lot on rumors). Confirms ProSiebenSat.1 Medias (OTCPK:PBSFY) NuCom e-commerce arm agreed to acquire it for $6.30/share in cash, putting a $500M enterprise value on Meet Group. Meet says the purchase price represents a 30% and 43% premium to the unaffected 30- and 60-day volume weighted average price, respectively, through Dec. 13, the last trading day prior to published market speculation about a potential transaction. Expected to close 2H20. Pass.'\n''\n'11/7/19 BO: +9%. 3Q19. Very slight revs and adj EBITDA guidance raise. Video revs growing nicely from their new products and total revs growing at 15% (but decelerating). User pay as a percent of total revs continues to hover around 70%. Assuming adj EBITDA continues to grow at 25% for all of 2020, I calculate a forward PE of 9, with consensus EPS expected to grow by 20%. Still q4 for me. cp 26k. tp 26k.'\n''\n'11/6/19 BO: -9%. Cannacord Genuity cuts to Hold. q4. cp 26k. tp 26k.'\n''\n'10/3/19 BO: +26%. Pre-announce 3Q19 earnings, showing revenues, video revenues, and adj EBITDA all coming in higher than previous guidance. The risk is that Apple and Google will block their app from their app stores due to their live video feature encouraging drug use and sexually provacative behavior. But its worth a small position given the forward PE under 7x. q4. cp 0k. tp 27k'\n''\n'1/8/18: +8%. They pre-announced 4Q and 2018 revs and adj EBITDA results and blew past the high end of guidance.'\n''\n'12/18/18: +18%. Begins to rollout Battles and says video run-rate was up to 62M in November (up from 55M in October).'\n''\n'11/7/18: -13%. 3Q18 beat on both top and bottom, and full-year revs guidance was raised from 166-168M to 174-175M. Adj EBITDA guidance was also raised from 27-28M to 30-31M. They also are continuing to do a nice job of increasing the percentage of revs that comes from users vs ads. The reason its down on this great news is because MTCH also announced their earnings today, and they gave very soft guidance.'\n''\n'10/4/18: +7%. Announces that annualized live video run-rate now exceeds 48M, +14% from the 42M reported in August. They believe they are in the early innings of the livestreaming opportunity.'\n''\n'8/1/18: -5%. 2Q18 beat estimates, and full-year revenue guidance was raised from 152-155M to 166-168M. Annual adjusted EBITDA guidance is 27-28M. The number of users continues to shrink, but the monetization per user continues to improve. The recently released live video product Live had an annualized run rate of 37M in July, up from 35M in June. And paying users makes up 60% of the total revenue (vs 40% for ads), up from 27% last year. Overall the quarter was good, and the guidance raise also, so the price reaction seems strange. But my conclusion previously had been that this was overvalued based on forward PE, and even with the drop after earnings, the forward PE is still 12.'\n'http://ir.themeetgroup.com/Cache/1001240602.PDF?O=PDF&amp;T=&amp;Y=&amp;D=&amp;FID=1001240602&amp;iid=4392695  '\n''\n'7/19/18: +10%. Cancord Genuity PT raised from 3 to 6.'\n''\n'7/18/18: Flat. Launch live video feature on LOVOO in Germany. Live video has now been brouth to all major apps, and annualized video revenue run rate now exceeds $35 million based on Junes results, up 20% in two months.'\n''\n'6/12/18: +8%. Launch live video feature on LOVOO in Spain and Italy.

5/2/18: -3% AH. 1Q18 is a solid beat and 2018 guidance is raised. Everything is moving in the right direction, with mobile and video revenue increasing, and monetization per user increasing as well. As expected, programmatic advertising pricing, and consequently advertising revenue, continues to decline, falling 36% YOY. While user monetization is growing, a large part of that is video revenue, which is much lower margin than advertising. Because of this, the increase in revenue isnt falling to the bottom line by the same amount. 
Also, the announcement of Facebook entering the online dating world perhaps dampened the upward reaction that should have occurred from the strong revenue growth and upward guidance revision. Its still early, but management believes that Facebooks dating feature will not have a material impact on MEET. Facebooks previous ventures into job postings and selling didnt affect LinkedIn or Ebay. And the dating industry has tended to be very fragmented, and it likely wont turn into a winner-take-all market in the way that social media platforms have.

4/9/18: +20% on news that the number of monetizing users continues to increase on MeetMe and Skout, with the number of paid gifters +36% from February to March. Also, the rollout of the new video features is going well.

3/7/18: -12% 4Q17. Revs 40M, +37% YOY (due to acquisitions). Non-GAAP net income 9.5M vs 12.4M. EPS 0.12 vs 0.19. Decrease due to higher stock-based compensation, amortization, and acquisition and restructuring costs. 

12/19/17: +12% pre-market on preliminary 4Q17 results which have revs coming in at high end of guidance. Perhaps most importantly, over the last 5 weeks, ARPDAU in US has doubled from 10 cents to 20 cents, indicating the recently launched video monetization strategies seem to be working.

11/8/17: 3Q earnings saw revenue guidance lowered by 1%, but stock dropped by 1/3. Net income 2.2M. Has successfully completed some acquisitions (LOVVO is a german dating site) that will add users and synergies, and also launched live video streaming monetization strategy.'\n''\n'SOURCES:'\n'1. http://ir.themeetgroup.com/Cache/1500114824.PDF?O=PDF&amp;T=&amp;Y=&amp;D=&amp;FID=1500114824&amp;iid=4392695",,3,6,6.28,6.20,0,0,0,0.90
